name,federation,sex,title_fide,fide_id,rating_fide,chesscom_username,chesscom_title,chesscom_rating_blitz,chesscom_rating_rapid,chesscom_rating_bullet,lichess_username,lichess_title,lichess_rating_blitz,lichess_rating_rapid,lichess_rating_bullet
"Illner, Achim, Dr.",GER,M,IM,4615840.0,2429.0,,,,,,,,,,
"Iltchouk, Elena",UKR,F,WFM,14103044.0,2185.0,,,,,,,,,,
"Ilyasli, Ughur",AZE,M,FM,13416197.0,2141.0,joker_gumble,FM,2394.0,2442.0,2403.0,,,,,
"Ilyuchyk, Yana",BLR,F,WFM,13508407.0,2141.0,chessyanchik,WFM,2313.0,2354.0,2262.0,,,,,
"Iman S., Oscar",INA,M,FM,7100540.0,2304.0,,,,,,,,,,
"Imanaliev, Taalaibek",KGZ,M,FM,13800086.0,2113.0,,,,,,,,,,
"Imanbayeva, Aigul",KAZ,F,WFM,13703587.0,2140.0,,,,,,,,,,
"Iminov, Omar",RUS,M,FM,34110396.0,2309.0,,,,,,,,,,
"Imnadze, Nato",GEO,F,WIM,13600974.0,2177.0,nchess96,WIM,2191.0,,2228.0,,,,,
"Imomkuzieva, Nilufarkhon",UZB,F,WFM,14216736.0,2104.0,rubyjane_63,WFM,2501.0,,2110.0,,,,,
"Impris, Oleg",GER,M,FM,4615891.0,2350.0,,,,,,,,,,
"Inants, Aghasi",ARM,M,FM,13303295.0,2298.0,,,,,,,,,,
"Inarkiev, Ernesto",RUS,M,GM,4162722.0,2650.0,vorenus_lucius,GM,2529.0,,2364.0,,,,,
"Ince, Safiye Oyku",MNC,F,WCM,6391222.0,1998.0,oykuince,WCM,2494.0,1837.0,1881.0,,,,,
"Ince, Taylan Ruzgar",TUR,M,FM,44513089.0,2265.0,,,,,,,,,,
"Indjic, Aleksandar",SRB,M,GM,911925.0,2650.0,beca95,GM,3025.0,2594.0,2886.0,NIndja64,GM,2860.0,2338.0,2869.0
"Indjic, Dusan",SRB,M,IM,901288.0,2284.0,,,,,,,,,,
"Indrak, Igor",CZE,M,FM,317446.0,2042.0,,,,,,,,,,
"Indriunas, Matas",LTU,M,FM,12812897.0,2257.0,,,,,,,,,,
"Infante Guerrero, Miguel Antonio",DOM,M,FM,6400450.0,2251.0,miarpa,FM,2513.0,2299.0,2505.0,,,,,
"Infante, Salvador",ESA,M,FM,6700144.0,2101.0,,,,,,,,,,
"Ingbrandt, Johan",SWE,M,FM,1700472.0,2361.0,,,,,,,,,,
"Ingebretsen, Jens E",NOR,M,IM,1522965.0,2418.0,jens1102,IM,2686.0,2226.0,2490.0,,,,,
"Ingunza Curro, Andres",ESP,M,FM,24526371.0,2311.0,adic2020,FM,2628.0,2284.0,2646.0,,,,,
"Iniguez Castrillon, Elias",ESP,M,CM,2260557.0,2021.0,,,,,,,,,,
"Iniyan, Pa",IND,M,GM,25002767.0,2599.0,,,,,,,,,,
"Injac, Teodora",SRB,F,IM,932400.0,2454.0,arctic_t00,IM,2685.0,2208.0,2493.0,,,,,
"Inkiov, Ventzislav",BUL,M,GM,2900033.0,2409.0,,,,,,,,,,
"Innala, Heikki-Pekka",FIN,M,FM,501654.0,2263.0,,,,,,,,,,
"Insa Alfonso, Pablo",ESP,M,FM,2262614.0,2310.0,pinpinall,FM,2822.0,,2878.0,,,,,
"Insua Mellado, Jose Luis",ESP,M,CM,2209705.0,1945.0,,,,,,,,,,
"Ioannides Liu, Alice",CYP,F,WCM,5904374.0,1608.0,,,,,,,,,,
"Ioannidis, Evgenios",GRE,M,GM,4229274.0,2479.0,nuvas,GM,2850.0,2546.0,2830.0,,,,,
"Ionescu, Constantin",ROU,M,GM,1200089.0,2380.0,ctionescu,GM,2450.0,2450.0,,,,,,
"Ionescu, Cristian-Dan",ROU,M,FM,1200860.0,2287.0,cdi61,FM,2278.0,2287.0,,,,,,
"Ionescu, Doru-Alexandru",ROU,M,IM,1202952.0,2302.0,,,,,,,,,,
"Ionescu, Irina",ROU,F,WGM,1204750.0,2128.0,,,,,,,,,,
"Ionescu, Mihai",ROU,M,IM,1202499.0,2226.0,mihaiionescu1,IM,2518.0,1845.0,2475.0,,,,,
"Ionescu, Radu",ROU,M,FM,1202227.0,2182.0,,,,,,,,,,
"Ionescu, Viorica",ROU,F,WIM,1201743.0,2199.0,,,,,,,,,,
"Ionesi, Cristian",ROU,M,FM,1211382.0,2300.0,,,,,,,,,,
"Ionica, Iulia-Ionela",ROU,F,WGM,1205480.0,2177.0,,,,,,,,,,
"Ionita, Mariana",ROU,F,WFM,1201794.0,2115.0,,,,,,,,,,
"Ionov, Sergey",RUS,M,GM,4100875.0,2502.0,,,,,,,,,,
"Iordache, Alexia-Andreea",ROU,F,WFM,1289829.0,2083.0,alexia_iordache,WFM,2058.0,,,,,,,
"Iordachescu, Viorel",MDA,M,GM,13900200.0,2558.0,violord,GM,3142.0,2435.0,3121.0,,,,,
"Ioseliani, Nana",GEO,F,IM,13600079.0,2462.0,nanaioseliani,IM,1700.0,2512.0,,,,,,
"Iosif, Cristina",ROU,F,WIM,1201654.0,2185.0,,,,,,,,,,
"Iotov, Valentin",BUL,M,GM,2906074.0,2485.0,vyotov,GM,2558.0,2446.0,2587.0,,,,,
"Iotti, Pierluigi",ITA,M,FM,802603.0,2319.0,,,,,,,,,,
"Iovcov, Valerii",MDA,M,FM,13903837.0,2360.0,,,,,,,,,,
"Ipatov, Alexander",TUR,M,GM,14116731.0,2644.0,thegadfly1897,GM,2833.0,2561.0,2879.0,,,,,
"Ipek, Egehan",TUR,M,FM,44523793.0,2206.0,,,,,,,,,,
"Ippolito, Dean",USA,M,IM,2009870.0,2332.0,deanofchess,IM,2570.0,2399.0,2361.0,,,,,
"Ippolito, Manuel",FRA,M,FM,607134.0,2272.0,,,,,,,,,,
"Irizanin, Radoje",SRB,M,FM,932957.0,2216.0,radojeiriz,FM,2212.0,2375.0,2543.0,Irizanin,FM,2360.0,2258.0,2267.0
"Irnandi, Irwin",INA,M,FM,7100582.0,2240.0,,,,,,,,,,
"Iruzubieta Villaluenga, Jesus M",ESP,M,FM,2200597.0,2376.0,,,,,,,,,,
"Irving, Laura",RSA,F,WFM,14301946.0,2013.0,,,,,,,,,,
"Irzhanov, Ruslan",KAZ,M,GM,13700154.0,2494.0,,,,,,,,,,
"Irzhanova, Victoriya",KAZ,F,WFM,13700901.0,2087.0,,,,,,,,,,
"Isaakidis, Alexandros",CYP,M,FM,5903076.0,2248.0,k_a_i_s_s_a,FM,2442.0,2248.0,2260.0,,,,,
"Isaev, Anton",RUS,M,CM,24185132.0,2168.0,grounded_goblin,CM,2650.0,2168.0,2663.0,,,,,
"Isaev, Jamshed",TJK,M,IM,14700050.0,2227.0,jamik13,IM,2348.0,2410.0,2450.0,,,,,
"Isaev, Yuri",RUS,M,FM,4173350.0,2137.0,,,,,,,,,,
"Isajevsky, Anton",RUS,M,FM,4142500.0,2379.0,isajevsky_anton,FM,2626.0,,2675.0,Maestro_Isa,FM,2645.0,2586.0,2803.0
"Isanbaev, Ramil",RUS,M,FM,4129938.0,2112.0,,,,,,,,,,
"Isanzhulov, Arystan",KAZ,M,IM,13711644.0,2419.0,chebure,IM,2300.0,,2801.0,,,,,
"Isayev, Samid",AZE,M,FM,13401092.0,2322.0,,,,,,,,,,
"Isgenderova, Hayale",TUR,F,WIM,13401823.0,2077.0,,,,,,,,,,
"Ishak, Rashid",SUD,M,FM,12200336.0,2113.0,,,,,,Deepest,FM,2154.0,1651.0,2251.0
"Ishangulyyeva, Aknyr",TKM,F,WCM,14000989.0,1985.0,,,,,,,,,,
Ishvi Aggarwal,IND,F,WCM,25728890.0,1954.0,geminithegreat,WCM,2385.0,2314.0,2323.0,,,,,
"Isik, Alparslan",TUR,M,IM,34506896.0,2467.0,khbr4,IM,2658.0,2034.0,2646.0,,,,,
"Isik, Engin Yasar",TUR,M,CM,6301886.0,2094.0,,,,,,,,,,
"Iskakov, Aibek",KAZ,M,IM,13703102.0,2407.0,tengri777kz,IM,2407.0,,2407.0,,,,,
"Iskakov, Arsen",KAZ,M,FM,13703560.0,2312.0,,,,,,,,,,
"Iskandarov, Misratdin",AZE,M,GM,13400312.0,2543.0,misi_95,GM,2728.0,2257.0,2830.0,Misi_95,GM,2731.0,2571.0,2974.0
"Iskov, Gert",DEN,M,IM,1400398.0,2320.0,,,,,,,,,,
"Iskusnyh, Sergei",RUS,M,GM,4120027.0,2440.0,iskusnyh,GM,2759.0,2371.0,2634.0,,,,,
"Islam, Khandaker Aminul",BAN,M,FM,10200975.0,2189.0,khandakeraminul,FM,2306.0,2038.0,1787.0,,,,,
"Islamov, Shakhzod",UZB,M,CM,14214229.0,2246.0,,,,,,,,,,
"Ismael, Namir Mohammed Ismael",IRQ,M,CM,4800800.0,1940.0,namir131313,CM,2210.0,1906.0,1740.0,,,,,
"Ismagambetov, Anuar",KAZ,M,GM,13701525.0,2520.0,anuar_is,GM,2758.0,2589.0,2766.0,,,,,
"Ismagilov, Damir",RUS,M,CM,34199982.0,2161.0,russian_berezka,CM,2701.0,,2460.0,,,,,
"Ismail, Ahmad",MAS,M,FM,5700655.0,1831.0,,,,,,,,,,
"Ismail, Imaan",RSA,F,WCM,14320169.0,1511.0,,,,,,,,,,
"Ismail, Shereif",EGY,M,FM,10604260.0,2182.0,,,,,,,,,,
"Ismaili, Afrim",BEL,M,FM,235555.0,2380.0,,,,,,,,,,
"Ismailova, Aytaj",AZE,F,WFM,13401998.0,2121.0,,,,,,,,,,
"Ismailova, Lala",AZE,F,WIM,13400282.0,2200.0,,,,,,,,,,
"Ismayil, Malak",AZE,F,WFM,13412604.0,2138.0,,,,,,,,,,
"Ismayilova, Khanim",AZE,F,WCM,13429019.0,2013.0,rose107,WCM,2211.0,2005.0,2301.0,,,,,
"Ismayilova, Parvana",AZE,F,WFM,13400509.0,2051.0,,,,,,,,,,
"Ismaylov, Tofig",AZE,M,FM,13414143.0,2303.0,,,,,,,,,,
"Isonzo, David",ITA,M,FM,804053.0,2388.0,,,,,,,,,,
"Israt , Jahan Diba",BAN,F,WCM,10224505.0,1921.0,,,,,,,,,,
"Issa, Rafat",JOR,M,IM,7600437.0,2323.0,rafat-issa,IM,2624.0,2348.0,2491.0,,,,,
"Issabayev, Dias",KAZ,M,FM,13703110.0,2203.0,diaschess88,FM,2309.0,1653.0,2572.0,,,,,
"Issani, Nameer",CAN,M,CM,2619130.0,2074.0,chessablanca,CM,2685.0,2125.0,2733.0,,,,,
"Issel, Oliver",GER,M,CM,4661540.0,2012.0,,,,,,,,,,
"Isserman, Ryhor",GER,M,FM,24605751.0,2188.0,,,,,,,,,,
"Istona, Martin",SVK,M,FM,14923475.0,2224.0,homosacer97,FM,2319.0,2300.0,2255.0,,,,,
"Istratescu, Andrei",ROU,M,GM,1200372.0,2360.0,,,,,,Andreiistra,GM,2693.0,1500.0,2328.0
"Istrati, Viorica",ROU,F,WFM,1208462.0,2121.0,,,,,,,,,,
"Istvandi, Lajos",HUN,M,IM,700703.0,2211.0,impapa,IM,2328.0,2406.0,2243.0,,,,,
"Istvanovszki, Kalman",HUN,M,FM,706400.0,2189.0,,,,,,,,,,
"Istvanovszki, Martin",HUN,M,FM,726958.0,2264.0,istvanovszkimartin,FM,2266.0,,2256.0,,,,,
"Isurina Mariano, Cristine Rose",PHI,F,WIM,5201071.0,1990.0,,,,,,,,,,
"Itgelt, Khuyagtsogt",MGL,M,IM,4902912.0,2436.0,,,,,,,,,,
"Itkis, Boris",ROU,M,IM,1209167.0,2247.0,papusoibatran26,IM,2377.0,2362.0,2441.0,,,,,
"Itkis, Hana",USA,F,WFM,2020190.0,2048.0,,,,,,,,,,
"Iturrizaga Bonelli, Eduardo",ESP,M,GM,3901211.0,2583.0,iturrizaga,GM,3010.0,2621.0,3004.0,,,,,
"Iudina, Veronika",RUS,F,WFM,24277916.0,2140.0,iudina-veronika,WFM,2602.0,2008.0,2435.0,,,,,
"Iugina, Mariia",ROU,F,WFM,4192192.0,1983.0,,,,,,,,,,
"Iuldachev, Saidali",UZB,M,GM,14200104.0,2401.0,citychess_said,GM,2506.0,2340.0,2503.0,,,,,
"Iunusov, Nuriddin",KGZ,M,CM,13803026.0,2016.0,iunusovnuriddin,CM,2439.0,2012.0,2533.0,iunusov_08,CM,2380.0,2208.0,2552.0
"Ivakhin, Maxim",RUS,M,IM,4122623.0,2360.0,,,,,,,,,,
"Ivakhinova, Inna",RUS,F,WGM,4185641.0,2278.0,,,,,,,,,,
"Ivakhinova, Nadezhda",RUS,F,WFM,4177479.0,2068.0,,,,,,,,,,
"Ivan, Attila",HUN,M,FM,703591.0,2193.0,,,,,,,,,,
"Ivan-Gal, Hanna Krisztina",HUN,F,WFM,711861.0,2184.0,,,,,,,,,,
"Ivana Maria, Furtado",IND,F,WIM,5048400.0,2063.0,,,,,,,,,,
"Ivanchuk, Vasyl",UKR,M,GM,14100010.0,2608.0,viviania,GM,2902.0,2529.0,2623.0,,,,,
"Ivancic, Ivan",CRO,M,CM,14593840.0,2216.0,,,,,,,,,,
"Ivanets, Vladimir",RUS,M,FM,4121686.0,1894.0,,,,,,,,,,
"Ivanisevic, Dusica",SRB,F,WIM,909440.0,2087.0,,,,,,,,,,
"Ivanisevic, Ivan",SRB,M,GM,912417.0,2528.0,1977ivan,GM,2847.0,2372.0,2665.0,ikica77,GM,2712.0,1500.0,2692.0
"Ivanka, Maria",HUN,F,WGM,702358.0,2260.0,,,,,,,,,,
"Ivankovic, Goran",CAN,M,FM,2604019.0,2219.0,vuka65,FM,2052.0,2065.0,,,,,,
"Ivannikov, Maksim",FID,M,CM,34275339.0,2134.0,imaksim2010,CM,2817.0,2221.0,2210.0,,,,,
"Ivannikov, Vladimir",RUS,M,IM,4136748.0,2301.0,,,,,,,,,,
"Ivanov, Alexander",USA,M,GM,2000202.0,2371.0,,,,,,,,,,
"Ivanov, Alexander Al.",RUS,M,GM,4126360.0,2383.0,,,,,,,,,,
"Ivanov, Alexey",RUS,M,IM,4124863.0,2411.0,,,,,,,,,,
"Ivanov, Andrew",RUS,M,IM,4188080.0,2373.0,winme1ifucan,IM,2603.0,2291.0,2670.0,,,,,
"Ivanov, Andrey A.",IRL,M,CM,2514311.0,2074.0,,,,,,,,,,
"Ivanov, Jordan",BUL,M,IM,2901250.0,2321.0,,,,,,,,,,
"Ivanov, Mike",CAN,M,IM,2613158.0,2381.0,profofchess,IM,2542.0,2429.0,2448.0,,,,,
"Ivanov, Mikhail M",SRB,M,GM,4114906.0,2261.0,mikhail646464,GM,2359.0,2313.0,2095.0,,,,,
"Ivanov, Oleg",RUS,M,IM,4103114.0,2425.0,vnebo,IM,2773.0,2499.0,2649.0,,,,,
"Ivanov, Oleg V",UKR,M,IM,14110709.0,2385.0,,,,,,,,,,
"Ivanov, Rostislav",RUS,M,FM,4160495.0,2140.0,,,,,,,,,,
"Ivanov, Sergey",RUS,M,CM,4160282.0,2043.0,,,,,,,,,,
"Ivanov, Sergey A.",RUS,M,FM,4174810.0,2271.0,,,,,,,,,,
"Ivanov, Spiridon",BUL,M,IM,2900483.0,2367.0,,,,,,,,,,
"Ivanov, Svetlen",BUL,M,CM,2924269.0,2053.0,svetlio_petlio,CM,2365.0,2052.0,2488.0,,,,,
"Ivanov, Timur",RUS,M,IM,4115350.0,2341.0,,,,,,,,,,
"Ivanov, Valery",RUS,M,FM,4184254.0,2113.0,,,,,,,,,,
"Ivanov, Victor L",RUS,M,IM,4106148.0,2371.0,,,,,,,,,,
"Ivanov, Vladimir",GER,M,FM,4693558.0,2390.0,,,,,,,,,,
"Ivanova, Daria",RUS,F,WFM,4182910.0,2082.0,,,,,,,,,,
"Ivanova, Dilyana",BUL,F,WCM,2925621.0,1930.0,,,,,,,,,,
"Ivanova, Karina",RUS,F,WFM,24139750.0,2085.0,karina_ivanova,WFM,2288.0,2042.0,1718.0,,,,,
"Ivanova, Simoneta",BUL,F,WFM,2900548.0,2046.0,,,,,,,,,,
"Ivanova, Tatiana",RUS,F,WIM,4109724.0,2082.0,,,,,,,,,,
"Ivanovic, Bozidar",MNE,M,GM,900095.0,2320.0,,,,,,,,,,
"Ivanovic, Dragutin",SRB,M,FM,920720.0,2290.0,,,,,,,,,,
"Ivanovic, Jelena",BIH,F,WFM,922633.0,2157.0,,,,,,,,,,
"Ivanovic, Nikola",SRB,M,FM,916277.0,2013.0,,,,,,,,,,
"Ivanovic, Zeljko",CRO,M,FM,14500922.0,1988.0,,,,,,,,,,
"Ivanovitch, Nicholas Michael",ESP,M,CM,2263041.0,2201.0,,,,,,,,,,
"Ivarsson, Stefan",SWE,M,FM,1700286.0,2315.0,,,,,,,,,,
"Ivashentseva, Dominika",FID,F,WCM,34331050.0,2007.0,,,,,,,,,,
"Ivchenko, Alexander",RUS,M,FM,24213268.0,2241.0,,,,,,,,,,
"Ivekovic, Bozidar",CRO,M,FM,14518848.0,2400.0,,,,,,,,,,
"Ivekovic, Mario",CRO,M,FM,14500663.0,2068.0,,,,,,,,,,
"Ivekovic, Tihana",CRO,F,WFM,14517825.0,2016.0,tihanaivekovic223,WFM,2546.0,2557.0,2629.0,,,,,
"Iveljic, Igor",BIH,M,FM,14402572.0,2229.0,,,,,,,,,,
"Ivic, Mateo",CRO,M,FM,14504146.0,2139.0,sportskidirektor,FM,2330.0,2184.0,2243.0,,,,,
"Ivic, Matija",SRB,M,FM,953687.0,2204.0,matijaolimpiakosivic,FM,2690.0,2431.0,2524.0,IvicKlasa,FM,2538.0,1892.0,2872.0
"Ivic, Roman",CRO,M,FM,4642740.0,2244.0,,,,,,,,,,
"Ivic, Velimir",SRB,M,GM,950122.0,2630.0,drvelja,GM,2988.0,2647.0,2977.0,DrVelja,GM,2906.0,1500.0,3060.0
"Ivkovic, Staka",SRB,F,WFM,909181.0,2099.0,,,,,,,,,,
"Ivlev, Aleksey",RUS,M,FM,24185949.0,2319.0,aleks_ivlev,FM,2716.0,2046.0,2556.0,Alekschess98,FM,2574.0,2485.0,2915.0
"Ivshin, Konstantin",RUS,M,FM,24110035.0,2198.0,,,,,,,,,,
"Iwamoto, Takashi",USA,M,FM,2020700.0,2271.0,wcares,FM,2530.0,2518.0,,,,,,
"Iwasaki, Yudai",JPN,M,CM,7000626.0,2109.0,yudai0515,CM,2119.0,2154.0,,,,,,
"Iyengar, Sharanya",IND,F,WCM,10800859.0,1714.0,ki2010,WCM,1396.0,1792.0,1493.0,,,,,
"Izaba, Rodolfo",NCA,M,FM,6100139.0,1998.0,,,,,,,,,,
"Izafatava, Kira",POL,F,WCM,13521705.0,1945.0,kira_raa,WCM,2228.0,2036.0,2095.0,,,,,
"Izeta Txabarri, Felix",SEN,M,GM,2200260.0,2452.0,guesschess_game,GM,2502.0,2461.0,2064.0,,,,,
"Izijk, Jimmy",AHO,M,CM,7500041.0,1965.0,curacao2,CM,1552.0,1944.0,1605.0,,,,,
"Izmukhambetov, Salauat",KAZ,M,GM,13700545.0,2431.0,,,,,,,,,,
"Izolitov, Alexey",RUS,M,FM,24126560.0,2298.0,,,,,,,,,,
"Izoria, Ana",GEO,F,WFM,13602896.0,2127.0,anyushki,WFM,2154.0,,2035.0,,,,,
"Izoria, Giorgi",GEO,M,FM,13603353.0,2300.0,,,,,,,,,,
"Izoria, Zviad",USA,M,GM,13601733.0,2602.0,,,,,,,,,,
"Izquierdo, Daniel",URU,M,FM,3000044.0,2043.0,,,,,,,,,,
"Izraelyants, Karen",RUS,M,FM,4156927.0,2181.0,,,,,,,,,,
"Izsak, Gyula",HUN,M,IM,702234.0,2359.0,,,,,,,,,,
"Izumikawa, Burt",USA,M,FM,2002434.0,2366.0,,,,,,,,,,
"Izuzquiza Gonzalez, Javier",PUR,M,CM,3101029.0,2005.0,,,,,,,,,,
"Izzat, Kanan",AZE,M,IM,13405209.0,2465.0,deathadder96,IM,2854.0,2562.0,2900.0,,,,,
"Jabbar, Ryidh",IRQ,M,CM,4800990.0,2255.0,,,,,,,,,,
"Jabbarli, Ayhan",AZE,M,CM,13415646.0,1752.0,,,,,,,,,,
"Jabie, Rafael",ARG,M,CM,117366.0,1967.0,,,,,,,,,,
"Jablan, Milivoje",SRB,M,FM,906255.0,2229.0,,,,,,,,,,
"Jablonicky, Frantisek",SVK,M,CM,14901390.0,1969.0,,,,,,,,,,
"Jablonicky, Martin",SVK,M,IM,14925621.0,2332.0,,,,,,,,,,
"Jablonski, Noham",FRA,M,FM,616770.0,2215.0,mendel84,FM,2524.0,,2361.0,,,,,
"Jacimovic, Dragoljub",MKD,M,GM,15000214.0,2359.0,,,,,,,,,,
"Jacimovic, Sara",BIH,F,WFM,14403668.0,1993.0,,,,,,,,,,
"Jackelen, Thomas",GER,M,IM,4600975.0,2415.0,,,,,,,,,,
"Jacko, Vladimir",SVK,M,FM,14915928.0,2378.0,,,,,,,,,,
"Jackova, Jana",CZE,F,IM,308498.0,2402.0,,,,,,,,,,
"Jackson, Edward",ENG,M,CM,464635.0,2173.0,nj123456,CM,2482.0,2218.0,2331.0,,,,,
"Jackson, James P",ENG,M,IM,416860.0,2365.0,jammydodger91,IM,2507.0,2288.0,2362.0,,,,,
"Jackson, Oliver A",ENG,M,FM,403156.0,2030.0,,,,,,,,,,
"Jackson, Sheila",ENG,F,WGM,402508.0,2022.0,liverpoolborn,WGM,1863.0,1823.0,2100.0,,,,,
"Jacob, Gunnar",GER,M,FM,4645847.0,2333.0,,,,,,,,,,
"Jacob, Jallah",LBR,M,FM,22600124.0,1874.0,batumifm,FM,1801.0,1996.0,1605.0,,,,,
"Jacobi, Steve",USA,M,FM,2000946.0,2305.0,,,,,,,,,,
"Jacobs, Annelaine",ARU,F,WCM,15900177.0,1740.0,goldn_a,WCM,1238.0,1669.0,736.0,,,,,
"Jacobs, Byron A",ENG,M,IM,400688.0,2285.0,,,,,,,,,,
"Jacobs, John N",USA,M,FM,2002027.0,2264.0,,,,,,,,,,
"Jacobs, Jon",USA,M,FM,2028328.0,2025.0,fishthatroared,FM,2312.0,2232.0,2064.0,,,,,
"Jacobs, Michiel",BEL,M,CM,217441.0,1983.0,,,,,,,,,,
"Jacobsen, Mikkel Manosri",DEN,M,FM,1444514.0,2296.0,,,,,,Megl,FM,2523.0,2036.0,2478.0
"Jacobson, Aaron",USA,M,IM,2089912.0,2370.0,yoursillykitten,IM,2779.0,2230.0,2767.0,,,,,
"Jacobson, Brandon",USA,M,GM,30901561.0,2569.0,iamastraw,IM,2947.0,,3120.0,iamstraw,GM,2732.0,2338.0,3204.0
"Jacutina, John Merill",PHI,M,FM,5217920.0,2073.0,jacutina22,FM,2469.0,1581.0,2307.0,,,,,
"Jadoul, Michel",BEL,M,IM,200034.0,2307.0,,,,,,,,,,
"Jaeckle, Marco",GER,M,FM,4603451.0,2199.0,,,,,,,,,,
"Jaeggi, Dorian",SUI,M,FM,1306294.0,2310.0,,,,,,,,,,
"Jafar, Sofyan",INA,M,FM,7102836.0,2259.0,,,,,,,,,,
"Jaferian, Koosha",CAN,M,FM,12507440.0,2274.0,mrkooshachess_twitch,FM,2804.0,2431.0,2855.0,MrKooshaJ,FM,2674.0,2843.0,2882.0
"Jager, Jesse",AUS,M,FM,3204758.0,2081.0,,,,,,,,,,
"Jaghubov, Emin Z.",RUS,M,FM,4142101.0,2255.0,,,,,,,,,,
"Jagodzinski, Piotr",POL,M,CM,1136593.0,2227.0,silversik,CM,2818.0,2275.0,2572.0,,,,,
"Jagodzinsky, Andreas",GER,M,CM,4636961.0,2208.0,,,,,,,,,,
Jagreet Misra,IND,M,CM,33394830.0,2243.0,nuathena,CM,2485.0,2244.0,2209.0,,,,,
"Jahn, Constanze",GER,F,WIM,4612450.0,2035.0,,,,,,,,,,
"Jahn, Otilia",GER,F,WIM,4606876.0,2195.0,,,,,,,,,,
"Jahncke, Giso",GER,M,FM,24608289.0,2227.0,,,,,,,,,,
"Jahnel, Guenther",GER,M,FM,4636147.0,2163.0,,,,,,,,,,
"Jahnz, Fabian",GER,M,FM,4653300.0,2229.0,goi_manne,FM,2342.0,2336.0,2407.0,Goi_Manne,FM,2285.0,1808.0,2343.0
"Jahnz, Laurin",GER,M,CM,16261089.0,2220.0,laurin_2009,CM,2565.0,,2616.0,Laurin_2009,CM,2264.0,2143.0,2715.0
Jai Sankar Subramanian,IND,M,FM,25931970.0,2276.0,jaisankars,FM,2647.0,2277.0,2411.0,,,,,
Jaidambareesh N R,IND,M,CM,46656391.0,2255.0,nrjd2008,CM,2523.0,,2406.0,,,,,
Jailos Rachel,MAW,F,WCM,20506970.0,1600.0,,,,,,,,,,
"Jaime Montalvan, Luis Felipe",ESP,M,FM,2255650.0,2006.0,,,,,,,,,,
Jain Kashish Manoj,IND,M,IM,35081098.0,2398.0,,,,,,,,,,
Jain Nityata,IND,F,WFM,35071289.0,1996.0,,,,,,,,,,
"Jain, Kushagra",IND,M,CM,66607663.0,2224.0,quantumknight15,CM,2503.0,2186.0,2501.0,,,,,
"Jain, Naveen",IND,M,CM,5003970.0,2032.0,kobemagic,CM,2379.0,2104.0,2081.0,,,,,
"Jaiswal, Puneet",IND,M,CM,5006830.0,2138.0,instructorpj,CM,2069.0,,1872.0,,,,,
"Jaiswal, Rupesh",NEP,M,FM,12300870.0,2060.0,rupeshjswl7,FM,2480.0,2170.0,2171.0,,,,,
Jaivardhan Raj,IND,M,CM,25744437.0,1938.0,chesstar,CM,2193.0,2172.0,2017.0,,,,,
Jaiveer Mahendru,IND,M,FM,25611151.0,2242.0,silent-killer100,FM,2698.0,,2769.0,,,,,
"Jakab, Attila",HUN,M,IM,709727.0,2248.0,,,,,,,,,,
"Jakab, Bela",SVK,M,FM,14933128.0,2331.0,kicaps,FM,2689.0,2450.0,2811.0,,,,,
Jake Shanty,IND,M,FM,33478066.0,2252.0,chessmaster2011_2,FM,3032.0,,2420.0,,,,,
"Jakhria, Kushal",ENG,M,CM,497444.0,2011.0,,,,,,,,,,
"Jakic, Ivan",CRO,M,FM,14504901.0,2320.0,,,,,,,,,,
"Jakobetz, Laszlo",HUN,M,FM,701629.0,2357.0,,,,,,,,,,
"Jakobsen, Lars Veno",DEN,M,FM,1402447.0,2316.0,,,,,,,,,,
"Jakobsen, Peter",DEN,M,FM,1401440.0,2166.0,,,,,,,,,,
"Jakovenko, Dmitry",RUS,M,GM,4122356.0,2682.0,djakovenko,GM,2256.0,2612.0,,,,,,
"Jakovic, Roko",CRO,M,FM,14552566.0,2183.0,papasmurfwithglasses,FM,2423.0,2064.0,2254.0,,,,,
"Jakovljev, Zoran",SRB,M,FM,908860.0,2167.0,,,,,,,,,,
"Jakovljevic, Dejan",SRB,M,CM,949418.0,1935.0,gmdj77,CM,1890.0,1941.0,1827.0,,,,,
"Jakovljevic, Milan",SRB,M,FM,902454.0,2269.0,,,,,,,,,,
"Jakovljevic, Vlado",BIH,M,IM,916080.0,2333.0,,,,,,,,,,
"Jakovljevic, Zivota",SRB,M,FM,924180.0,2053.0,,,,,,,,,,
"Jakrlin, Mihael",CRO,M,CM,14539918.0,2138.0,2typicalchessplayer,CM,2512.0,2253.0,2461.0,,,,,
"Jaksland, Tim",DEN,M,FM,1401084.0,2136.0,,,,,,,,,,
"Jakubiec, Artur",POL,M,GM,1103261.0,2425.0,,,,,,,,,,
"Jakubiec, Edyta",POL,F,WIM,1114158.0,2226.0,,,,,,,,,,
"Jakubik, Anna",POL,F,WFM,1126423.0,1854.0,,,,,,,,,,
"Jakubowska, Anna",POL,F,WIM,1121952.0,2139.0,anijak,WIM,2496.0,2281.0,2417.0,,,,,
"Jakubowski, Krzysztof",POL,M,GM,1112848.0,2437.0,harry_rakkel,GM,2805.0,2341.0,2467.0,,,,,
"Jakubowski, Maciej",POL,M,FM,1105221.0,2343.0,,,,,,,,,,
